Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition
2009083163142,26-Aug-09,7/16/2009 0:00,TPA,Tampa International,Jet Blue,Passenger Property Loss,Checkpoint,Cameras - Digital,300.00 ,Denied,0.00 ,Deny
2009083163144,26-Aug-09,6/18/2009 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),239.00 ,Denied,0.00 ,Deny
2009083163153,26-Aug-09,8/18/2009 0:00,IAD,Washington Dulles International,UAL,Property Damage,Checkpoint,Medical Equipment & Insturments,7000.00 ,Denied,0.00 ,Deny
2009083163165,26-Aug-09,7/30/2009 0:00,RSW,Southwest Florida International,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),68.00 ,Denied,0.00 ,Deny
2009083163167,26-Aug-09,5/31/2009 0:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Property Damage,Checked Baggage,Computer - Laptop,740.00 ,Denied,0.00 ,Deny
2009082763024,26-Aug-09,7/27/2009 0:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),286.00 ,Settled,227.00 ,Settle
2009083163137,26-Aug-09,8/7/2009 0:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checkpoint,Cell Phones,338.80 ,Settled,199.99 ,Settle
2009081762647,27-Aug-09,7/18/2009 0:00,SEA,Seattle-Tacoma International,Horizon Air,Property Damage,Checked Baggage,Locks,9.00 ,Approved,9.00 ,Approve in Full
2009082763060,27-Aug-09,7/7/2009 0:00,MCO,Orlando International Airport,Northwest Airlines,Passenger Property Loss,Checkpoint,Medicines,24.48 ,Approved,24.48 ,Approve in Full
2009082763069,27-Aug-09,8/23/2009 0:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checked Baggage,Dishes; Pottery; Glassware; Plasticware,94.84 ,Approved,94.84 ,Approve in Full
2009082863092,27-Aug-09,8/4/2009 0:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,58.99 ,Approved,58.99 ,Approve in Full
2009082863094,27-Aug-09,8/11/2009 0:00,MHT,Manchester Regional Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,GPS - Global Positioning System; Other,289.99 ,Approved,289.99 ,Approve in Full
2009082863110,27-Aug-09,8/12/2009 0:00,SEA,Seattle-Tacoma International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),10.00 ,Approved,10.00 ,Approve in Full
2009082963125,27-Aug-09,7/31/2009 0:00,SAT,San Antonio International,Continental Airlines,Property Damage,Checkpoint,Other,28.00 ,Approved,28.00 ,Approve in Full
2009082062769,27-Aug-09,8/14/2009 0:00,BTV,Burlington; VT,Northwest Airlines,Property Damage,Checked Baggage,Professional Equipment,3475.00 ,Denied,0.00 ,Deny
2009082763078,27-Aug-09,8/2/2009 0:00,HSV,Huntsville International Airport,Delta Air Lines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),297.00 ,Denied,0.00 ,Deny
2009082863081,27-Aug-09,8/25/2009 0:00,SNA,John Wayne,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,300.00 ,Denied,0.00 ,Deny
2009082863083,27-Aug-09,8/24/2009 0:00,BOS,Boston (Logan) International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),25.00 ,Denied,0.00 ,Deny
2009082863084,27-Aug-09,8/11/2009 0:00,BOS,Boston (Logan) International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,80.00 ,Denied,0.00 ,Deny
2009082863086,27-Aug-09,8/25/2009 0:00,FLL,Ft. Lauderdale-Hollywood International,American Airlines,Property Damage,Checked Baggage,Firearms; Luggage (all types including footlockers); Other,380.93 ,Denied,0.00 ,Deny
2009082863087,27-Aug-09,7/28/2009 0:00,JFK,John F. Kennedy International,UAL,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),2360.93 ,Denied,0.00 ,Deny
2009082863089,27-Aug-09,7/6/2009 0:00,SRQ,Sarasota Bradenton International,AirTran Airlines,Property Damage,Checkpoint,Computer - Laptop,306.19 ,Denied,0.00 ,Deny
2009082863090,27-Aug-09,8/10/2009 0:00,BUF,Buffalo Niagara International,USAir,Passenger Property Loss,Checked Baggage,Books - Other (Hardcover non-fiction); Cameras - Digital; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Medicines,1229.00 ,Denied,0.00 ,Deny
2009082863091,27-Aug-09,7/21/2009 0:00,RDU,Raleigh-Durham International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,352.41 ,Denied,0.00 ,Deny
2009082863100,27-Aug-09,7/30/2009 0:00,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,800.00 ,Denied,0.00 ,Deny
2009082863105,27-Aug-09,8/3/2009 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,197.00 ,Denied,0.00 ,Deny
2009082863109,27-Aug-09,8/19/2009 0:00,GSP,Greenville-Spartanburg,USAir,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,507.74 ,Denied,0.00 ,Deny
2009082863112,27-Aug-09,8/8/2009 0:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Property Damage,Checked Baggage,Books - Other (Hardcover non-fiction); Clocks - Expensive ($75.00 or more); Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; DVD/CD Players,305.52 ,Denied,0.00 ,Deny
2009082863115,27-Aug-09,7/12/2009 0:00,MKE,General Mitchell International Airport,Midwest Express Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),51.00 ,Denied,0.00 ,Deny
2009082863119,27-Aug-09,8/10/2009 0:00,DFW,Dallas-Fort Worth International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,300.00 ,Denied,0.00 ,Deny
2009082863121,27-Aug-09,6/14/2009 0:00,DCA,Ronald Reagan Washington National Airport,American Airlines,Property Damage,Checked Baggage,Locks,150.00 ,Denied,0.00 ,Deny
2009082863123,27-Aug-09,6/30/2009 0:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Cameras - Digital,321.00 ,Denied,0.00 ,Deny
2009083163127,27-Aug-09,7/28/2009 0:00,RDM,Roberts Field,Alaska Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,184.68 ,Denied,0.00 ,Deny
2009083163158,27-Aug-09,8/13/2009 0:00,BOS,Boston (Logan) International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Locks; Luggage (all types including footlockers),500.00 ,Denied,0.00 ,Deny
2009083163161,27-Aug-09,6/20/2009 0:00,TPA,Tampa International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers),5635.00 ,Denied,0.00 ,Deny
2009083163168,27-Aug-09,8/8/2009 0:00,LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checkpoint,Computer - Laptop,97.05 ,Denied,0.00 ,Deny
2009083163169,27-Aug-09,8/3/2009 0:00,ABQ,Albuquerque International Sunport Airport,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers); Medicines,370.00 ,Denied,0.00 ,Deny
2009082863098,27-Aug-09,8/6/2009 0:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),552.07 ,Settled,386.45 ,Settle
2009083163164,27-Aug-09,8/17/2009 0:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Paintings and Pictures (including frames; etchings; photos; etc),450.00 ,Settled,225.00 ,Settle
2009083163157,28-Aug-09,8/19/2009 0:00,CAK,Akron-Canton Regional,UAL,Property Damage,Checkpoint,Locks,80.00 ,Approved,80.00 ,Approve in Full
2009083163160,28-Aug-09,8/20/2009 0:00,IAD,Washington Dulles International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),41.99 ,Approved,41.99 ,Approve in Full
2009042057742,28-Aug-09,1/4/2009 0:00,LAS,McCarran International,Jet Blue,Passenger Property Loss,Checkpoint,Other,14.00 ,Denied,0.00 ,Deny
2009081162508,28-Aug-09,8/3/2009 0:00,FLL,Ft. Lauderdale-Hollywood International,Continental Airlines,Passenger Property Loss,Checked Baggage,Watches - Expensive more than $100,4964.80 ,Denied,0.00 ,Deny
2009082062777,28-Aug-09,6/23/2009 0:00,CHA,Chattanooga Metropolitan,Delta Air Lines,Property Damage,Checked Baggage,Barber Supplies - Scissors; shears; elecric razors; etc.,175.00 ,Denied,0.00 ,Deny
2009082863099,28-Aug-09,7/31/2009 0:00,DAL,Dallas Love Field,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry - Costume,120.00 ,Denied,0.00 ,Deny
2009082863117,28-Aug-09,2/22/2009 0:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Computer - Laptop,1467.00 ,Denied,0.00 ,Deny
2009083163130,28-Aug-09,1/12/2009 0:00,SEA,Seattle-Tacoma International,Horizon Air,Property Damage,Checked Baggage,Luggage (all types including footlockers),335.66 ,Denied,0.00 ,Deny
2009083163139,28-Aug-09,8/22/2009 0:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),117.14 ,Denied,0.00 ,Deny
2009083163146,28-Aug-09,8/11/2009 0:00,BTV,Burlington; VT,Lufthansa,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,55.50 ,Denied,0.00 ,Deny
2009083163150,28-Aug-09,8/23/2009 0:00,BOS,Boston (Logan) International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,98.24 ,Denied,0.00 ,Deny
2009083163152,28-Aug-09,8/14/2009 0:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Bags - Fabric; plastic; etc. (not purses); Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,400.00 ,Denied,0.00 ,Deny
2009083163154,28-Aug-09,8/9/2009 0:00,GEG,Spokane International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Bags - Fabric; plastic; etc. (not purses); Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,200.00 ,Denied,0.00 ,Deny
2009083163159,28-Aug-09,8/25/2009 0:00,MCO,Orlando International Airport,Southwest Airlines,Property Damage,Checked Baggage,Other,33.94 ,Denied,0.00 ,Deny
2009083163162,28-Aug-09,4/22/2009 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),25.08 ,Denied,0.00 ,Deny
2009083163173,28-Aug-09,8/15/2009 0:00,BOS,Boston (Logan) International Airport,Cape Air,Passenger Property Loss,Checked Baggage,Cameras - Digital,694.95 ,Denied,0.00 ,Deny
2009083163176,28-Aug-09,7/25/2009 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cell Phones,50.00 ,Denied,0.00 ,Deny
2009083163180,28-Aug-09,5/26/2009 0:00,TPA,Tampa International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,3240.00 ,Denied,0.00 ,Deny
2009083163183,28-Aug-09,8/23/2009 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,292.00 ,Denied,0.00 ,Deny
2009090163233,28-Aug-09,7/14/2009 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Bags - Fabric; plastic; etc. (not purses); Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,493.95 ,Denied,0.00 ,Deny
2009090163235,28-Aug-09,4/23/2009 0:00,SEA,Seattle-Tacoma International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Locks,65.00 ,Denied,0.00 ,Deny
2009090163237,28-Aug-09,7/16/2009 0:00,PHL,Philadelphia International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Dental Equipment and Instruments,192.87 ,Denied,0.00 ,Deny
2009090163238,28-Aug-09,8/15/2009 0:00,LAS,McCarran International,UAL,Property Damage,Checkpoint,Computer - Laptop,811.81 ,Denied,0.00 ,Deny
2009090163239,28-Aug-09,8/16/2009 0:00,DSM,Des Moines International,Delta Air Lines,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System,184.99 ,Denied,0.00 ,Deny
2009090163240,28-Aug-09,6/28/2009 0:00,BWI,Baltimore/Washington Intl Thurgood Marshall,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Jewelry - Fine,1008.00 ,Denied,0.00 ,Deny
2009090163243,28-Aug-09,6/11/2009 0:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),95.39 ,Denied,0.00 ,Deny
2009083163175,31-Aug-09,8/27/2009 0:00,ICT,Wichita Mid-Continent,Northwest Airlines,Passenger Property Loss,Checked Baggage,Locks,24.99 ,Approved,24.99 ,Approve in Full
2009090163201,31-Aug-09,5/23/2009 0:00,MDT,Harrisburg International,Delta Air Lines,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,169.99 ,Approved,169.99 ,Approve in Full
2009090163203,31-Aug-09,8/21/2009 0:00,FLL,Ft. Lauderdale-Hollywood International,AirTran Airlines,Passenger Property Loss,Checked Baggage,Medicines,12.00 ,Approved,12.00 ,Approve in Full
2009090163204,31-Aug-09,8/16/2009 0:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checkpoint,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,50.00 ,Approved,50.00 ,Approve in Full
2009090163207,31-Aug-09,8/9/2009 0:00,BOS,Boston (Logan) International Airport,USAir,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),149.99 ,Approved,149.99 ,Approve in Full
2009090163210,31-Aug-09,8/24/2009 0:00,DEN,Denver International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,12.00 ,Approved,12.00 ,Approve in Full
2009090163215,31-Aug-09,8/1/2009 0:00,BTV,Burlington; VT,Delta Air Lines,Property Damage,Checked Baggage,Alcoholic beverages; Clothing - Shoes; belts; accessories; etc.,134.99 ,Approved,134.99 ,Approve in Full
2009090263252,31-Aug-09,8/16/2009 0:00,SRQ,Sarasota Bradenton International,Delta Air Lines,Property Damage,Checkpoint,Luggage (all types including footlockers),151.54 ,Approved,151.54 ,Approve in Full
2009090363300,31-Aug-09,8/13/2009 0:00,LGA,LaGuardia,USAir,Passenger Property Loss,Checked Baggage,Locks,12.78 ,Approved,12.78 ,Approve in Full
2009090363302,31-Aug-09,6/25/2009 0:00,MIA,Miami International Airport,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,35.50 ,Approved,35.50 ,Approve in Full
2009090363303,31-Aug-09,8/19/2009 0:00,PHL,Philadelphia International Airport,UAL,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,32.18 ,Approved,32.18 ,Approve in Full
2009090363305,31-Aug-09,8/20/2009 0:00,OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checked Baggage,Toys - Other (including games; toys; play dolls etc.),54.86 ,Approved,54.86 ,Approve in Full
2009090363324,31-Aug-09,8/16/2009 0:00,DAL,Dallas Love Field,Continental Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),70.00 ,Approved,70.00 ,Approve in Full
2009042858050,31-Aug-09,12/31/2008 0:00,SAT,San Antonio International,American Airlines,Passenger Property Loss,Checked Baggage,Other,72.67 ,Denied,0.00 ,Deny
2009061960401,31-Aug-09,1/16/2009 0:00,STL,Lambert St. Louis International,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),80.00 ,Denied,0.00 ,Deny
2009072861859,31-Aug-09,7/7/2009 0:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checkpoint,Computer - Laptop,220.45 ,Denied,0.00 ,Deny
2009081862721,31-Aug-09,8/10/2009 0:00,MSY,New Orleans International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,3000.00 ,Denied,0.00 ,Deny
2009082763056,31-Aug-09,8/14/2009 0:00,DFW,Dallas-Fort Worth International Airport,Mexicana,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Jewelry - Fine,900.00 ,Denied,0.00 ,Deny
2009082763077,31-Aug-09,8/16/2009 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),100.00 ,Denied,0.00 ,Deny
2009083163172,31-Aug-09,6/14/2009 0:00,ELP,El Paso International Airport,American Airlines,Property Damage,Checked Baggage,Cameras - Digital,260.00 ,Denied,0.00 ,Deny
2009083163179,31-Aug-09,8/6/2009 0:00,DFW,Dallas-Fort Worth International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,499.99 ,Denied,0.00 ,Deny
2009083163182,31-Aug-09,8/19/2009 0:00,HSV,Huntsville International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,100.00 ,Denied,0.00 ,Deny
2009083163184,31-Aug-09,7/13/2009 0:00,PHX,Phoenix Sky Harbor International,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,50.00 ,Denied,0.00 ,Deny
2009083163186,31-Aug-09,8/22/2009 0:00,GST,Gustavus,Alaska Airlines,Property Damage,Checked Baggage,Other,100.00 ,Denied,0.00 ,Deny
2009083163187,31-Aug-09,8/19/2009 0:00,LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Bags - Fabric; plastic; etc. (not purses); Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,250.00 ,Denied,0.00 ,Deny
2009090163188,31-Aug-09,8/19/2009 0:00,BNA,Nashville International,American Airlines,Passenger Property Loss,Checked Baggage,Watches - Expensive more than $100,299.99 ,Denied,0.00 ,Deny
2009090163189,31-Aug-09,7/5/2009 0:00,ONT,Ontario International,UAL,Passenger Property Loss,Checkpoint,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,90.32 ,Denied,0.00 ,Deny
2009090163190,31-Aug-09,8/7/2009 0:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,500.00 ,Denied,0.00 ,Deny
2009090163191,31-Aug-09,12/8/2007 0:00,PHX,Phoenix Sky Harbor International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Boating Equiment & supplies; Luggage (all types including footlockers); Watches - Inexpensive $100 or less,288.00 ,Denied,0.00 ,Deny
2009090163193,31-Aug-09,8/6/2009 0:00,LBB,Lubbock International,Southwest Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,675.00 ,Denied,0.00 ,Deny
2009090163194,31-Aug-09,8/14/2009 0:00,DEN,Denver International Airport,USAir,Passenger Property Loss,Checked Baggage,DVD/CD Players,43.00 ,Denied,0.00 ,Deny
2009090163196,31-Aug-09,8/4/2009 0:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras - Digital,265.46 ,Denied,0.00 ,Deny
2009090163197,31-Aug-09,8/18/2009 0:00,LAS,McCarran International,Northwest Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),40.00 ,Denied,0.00 ,Deny
2009090163198,31-Aug-09,8/19/2009 0:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,2000.00 ,Denied,0.00 ,Deny
2009090163199,31-Aug-09,8/12/2009 0:00,SAV,Savannah International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,11.15 ,Denied,0.00 ,Deny
2009090163200,31-Aug-09,8/4/2009 0:00,AUS,Austin-Bergstrom International Airport,USAir,Passenger Property Loss,Checked Baggage,Other,38.00 ,Denied,0.00 ,Deny
2009090163205,31-Aug-09,8/1/2009 0:00,MDW,Midway International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,9.99 ,Denied,0.00 ,Deny
2009090163209,31-Aug-09,8/26/2009 0:00,LAS,McCarran International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),185.00 ,Denied,0.00 ,Deny
2009090163211,31-Aug-09,8/22/2009 0:00,HLN,Helena Regional,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,20.00 ,Denied,0.00 ,Deny
2009090163212,31-Aug-09,8/28/2009 0:00,RDU,Raleigh-Durham International,USAir,Passenger Property Loss,Checked Baggage,Other,277.13 ,Denied,0.00 ,Deny
2009090163214,31-Aug-09,8/24/2009 0:00,LAS,McCarran International,Midwest Express Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,280.00 ,Denied,0.00 ,Deny
2009090163216,31-Aug-09,8/22/2009 0:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Computer - Laptop,500.00 ,Denied,0.00 ,Deny
2009090163217,31-Aug-09,8/17/2009 0:00,IND,Indianapolis International,USAir,Passenger Property Loss,Checked Baggage,Other,49.00 ,Denied,0.00 ,Deny
2009090163219,31-Aug-09,8/3/2009 0:00,CMX,Houghton County Memorial,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,297.00 ,Denied,0.00 ,Deny
2009090163221,31-Aug-09,8/23/2009 0:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Jewelry - Fine,373.00 ,Denied,0.00 ,Deny
2009090163223,31-Aug-09,8/7/2009 0:00,JFK,John F. Kennedy International,Virgin America,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,40.00 ,Denied,0.00 ,Deny
2009090163224,31-Aug-09,7/25/2009 0:00,LNK,Lincoln Municipal,Northwest Airlines,Passenger Property Loss,Checked Baggage,Medicines,120.00 ,Denied,0.00 ,Deny
2009090163225,31-Aug-09,8/7/2009 0:00,ONT,Ontario International,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,309.00 ,Denied,0.00 ,Deny
2009090163228,31-Aug-09,8/30/2009 0:00,MDW,Midway International Airport,Delta Air Lines,Property Damage,Checked Baggage,Computer - Laptop,1014.88 ,Denied,0.00 ,Deny
2009090163229,31-Aug-09,7/20/2009 0:00,IAD,Washington Dulles International,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Jewelry - Costume; Luggage (all types including footlockers); MP3 Players-(iPods; etc),1395.00 ,Denied,0.00 ,Deny
2009090163244,31-Aug-09,8/27/2009 0:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1080.61 ,Denied,0.00 ,Deny
2009090163246,31-Aug-09,8/5/2009 0:00,BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checkpoint,Jewelry - Fine,1500.00 ,Denied,0.00 ,Deny
2009090163248,31-Aug-09,5/30/2009 0:00,OGG,Kahului-Maui; HI,UAL,Property Damage,Checkpoint,Kitchen Utensils -Pots; Pans; Knives (heavy aluminum; cast iron; etc.),109.20 ,Denied,0.00 ,Deny
2009090263291,31-Aug-09,8/17/2009 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Handbags & Purses (leather or fabric); Jewelry - Fine,698.00 ,Denied,0.00 ,Deny
2009090263292,31-Aug-09,6/29/2009 0:00,JFK,John F. Kennedy International,Japan Airlines,Passenger Property Loss,Checked Baggage,Alcoholic beverages,76.00 ,Denied,0.00 ,Deny
2009090263293,31-Aug-09,8/18/2009 0:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checkpoint,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,22.00 ,Denied,0.00 ,Deny
2009090363297,31-Aug-09,7/21/2009 0:00,PBI,Palm Beach International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Locks,15.94 ,Denied,0.00 ,Deny
2009090363304,31-Aug-09,8/19/2009 0:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Locks,14.95 ,Denied,0.00 ,Deny
2009090363306,31-Aug-09,8/13/2009 0:00,SAN,San Diego International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),269.29 ,Denied,0.00 ,Deny
2009090363307,31-Aug-09,7/23/2009 0:00,BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checked Baggage,Other,5.30 ,Denied,0.00 ,Deny
2009090363308,31-Aug-09,7/17/2009 0:00,BOI,Boise Air Terminal/Gowen Field,Southwest Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,39.99 ,Denied,0.00 ,Deny
2009090363310,31-Aug-09,8/24/2009 0:00,DFW,Dallas-Fort Worth International Airport,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Fine,3500.00 ,Denied,0.00 ,Deny
2009090363312,31-Aug-09,7/25/2009 0:00,MSO,Missoula International,Horizon Air,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),150.00 ,Denied,0.00 ,Deny
2009090363313,31-Aug-09,8/20/2009 0:00,PHX,Phoenix Sky Harbor International,Continental Airlines,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),35.00 ,Denied,0.00 ,Deny
2009090363326,31-Aug-09,18-AUG-0200 00:00,TUS,Tucson International,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.00 ,Denied,0.00 ,Deny
2009090363327,31-Aug-09,8/9/2009 0:00,OME,Nome,Alaska Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,130.00 ,Denied,0.00 ,Deny
2009090363336,31-Aug-09,7/18/2009 0:00,LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,99.99 ,Denied,0.00 ,Deny
2009090363338,31-Aug-09,8/13/2009 0:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.00 ,Denied,0.00 ,Deny
2010082575335,31-Aug-09,8/22/2009 0:00,SJU,Luis Munoz Marin International,Spirit Airlines,Passenger Property Loss,Checkpoint,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,48.00 ,Denied,0.00 ,Deny
2009083163177,31-Aug-09,11/21/2008 0:00,SJU,Luis Munoz Marin International,American Airlines,Property Damage,Checkpoint,Computer - Laptop,2633.25 ,Settled,878.87 ,Settle
2009090163213,31-Aug-09,8/26/2009 0:00,GRR,Gerald R. Ford International Airport,UAL,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),275.00 ,Settled,215.10 ,Settle
